ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,Label
309106296,0.52170765,0.52066463,0.014799683,0.29547873,0.0,0.022660747,0.39727375,0.0,0.2367213,0.0,0.0,0.01850503,0.0,0.047319707,0.0,0.03921271,0.01590217,0.022690188,1.0185796,male
206912999,0.0,0.19968851,0.007967423,0.0,0.0,0.0,0.123664394,0.0,0.007967423,0.0,0.0,0.0,0.0,0.0,0.07602412,0.0,0.0,0.0,0.20765594,male
394418954,0.014371632,0.123878926,0.015018881,0.0,0.0,0.0054128235,0.020359226,0.0,0.03777931,0.0,0.010776486,0.0,0.0,0.009606057,0.06933553,0.0,0.0,0.0,0.15326944,male
81647059,0.27823898,0.3081291,0.0,0.08366852,0.0,0.011529222,0.08841663,0.011019502,0.36559975,0.0,0.0,0.0,0.0,0.026134502,0.0,0.0,0.16271806,0.0,0.42365006,female
88870358,1.1398001,1.0305586,0.013160404,0.8091825,0.0,0.05003619,0.33209658,0.028576825,0.72156817,0.017703207,0.0,0.0073508616,0.0,0.015397426,0.18066476,0.020941919,0.03898303,0.079982236,2.064553,female
129371328,0.29881975,0.18692954,0.023507465,0.08751915,0.0,0.0,0.02504346,0.045663323,0.26187086,0.03245588,0.0,0.023507465,0.0,0.0,0.03319656,0.0,0.06874408,0.018364862,0.4221478,female
376466499,0.51685166,0.49834386,0.0,0.29524058,0.0,0.042904045,0.098589465,0.0,0.48735374,0.0,0.0,0.0,0.0,0.028319381,0.038602684,0.02418564,0.16222472,0.0,0.85297084,male
58374966,0.9309143,1.5803725,0.05759544,1.0367054,0.0,0.0634299,0.46200562,0.019755011,0.7770143,0.0452836,0.0,0.034318756,0.018736413,0.0,0.0,0.11163285,0.021949388,0.3044898,2.2424424,male
33055549,0.4465914,0.61150956,0.051731016,0.21657267,0.0,0.08369595,0.16944946,0.013215997,0.45537126,0.023714837,0.0,0.035193887,0.0,0.01617507,0.019878013,0.07656488,0.011985934,0.09491497,1.0029311,male
146868029,0.0,0.055992484,0.0,0.0,0.0,0.0,0.0,0.0,0.055992484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055992484,male
243319382,0.05969833,0.080449075,0.0,0.0207395,0.0,0.003677846,0.03636001,0.008838049,0.057326116,0.0,0.0,0.0,0.0,0.0,0.013205892,0.0,0.0075533716,0.0,0.13259403,female
53334382,0.2788178,0.8244665,0.029748986,0.17752366,0.0,0.023387572,0.22513203,0.07934838,0.18326342,0.09446312,0.0,0.08484513,0.0,0.0,0.26507,0.0,0.0,0.015931578,1.1171017,male
263691205,0.041441314,0.9396812,0.046290714,0.105112895,0.0,0.0,0.3690839,0.0,0.06120747,0.0,0.0,0.053221975,0.03736052,0.0,0.30955404,0.09187243,0.0,0.06120747,0.96620566,male
134954386,0.3041396,0.3034956,0.011545082,0.12886538,0.0,0.026371539,0.114673615,0.0,0.25362155,0.020333806,0.0,0.0,0.0,0.026919907,0.024134284,0.024260279,0.035014514,0.01122667,0.57293916,female
23553730,0.31129476,0.22632395,0.046626966,0.114490785,0.0,0.117561094,0.14410342,0.0,0.07303403,0.0,0.0,0.0,0.0,0.019791747,0.015487747,0.09977689,0.011959755,0.0,0.57228595,female
333194654,0.11426448,0.08235431,0.014911174,0.07890369,0.0,0.013536634,0.037973158,0.0061593107,0.036045965,0.01224454,0.0,0.019441573,0.0,0.0,0.007225093,0.0,0.0,0.0,0.21152997,female
261914244,0.2546146,0.42244494,0.020623704,0.12419971,0.0,0.023537302,0.067227684,0.00295523,0.41157052,0.0,0.0,0.0,0.0,0.005899866,0.04739387,0.014899009,0.04254015,0.03651517,0.61862767,male
264514479,0.0,0.13386305,0.0,0.0,0.0,0.0,0.0,0.0,0.13386305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13386305,0.0,0.0,male
270906614,0.14100537,0.59184235,0.03292457,0.18398309,0.0,0.010409777,0.19787215,0.016526379,0.13369021,0.004105642,0.0,0.0043246057,0.0,0.0,0.2148604,0.0,0.01951213,0.009006645,0.73725355,male
76225956,0.019934233,0.13492936,0.022277052,0.0300123,0.0,0.024411822,0.029989919,0.0045401184,0.0,0.023894886,0.004277748,0.011049511,0.0,8.972256E-4,0.006599333,0.041467756,0.0,0.0,0.17714067,male
253297807,0.12830298,0.31505567,0.0,0.08416008,0.0,0.0,0.06573958,0.0102330195,0.2077153,0.0028349578,0.0,0.008598554,0.0,0.0,0.06407715,0.0,0.0,0.016286822,0.4270718,female
218099040,0.16074838,0.22958204,0.0051956126,0.06710005,0.0,0.0061648493,0.06757856,0.010023339,0.17816472,0.0,0.0040919743,0.0,0.0,0.004685697,0.052504327,0.005212513,0.07029494,0.0,0.3252311,male
254108070,0.08999972,0.09187471,0.0,0.030196194,0.0,0.0,0.034073282,0.0,0.07939039,0.0,0.0,0.0,0.0,0.0,0.038214568,0.0,0.0,0.0,0.18187444,female
340737708,0.03712512,0.037538294,0.0,0.0,0.0,0.0,0.03712512,0.0,0.037538294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074663416,female
39897844,0.054321174,0.0,0.0,0.015785005,0.0,0.0,0.011736309,0.0,0.02679986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087156175,0.0,0.045605555,male
164799361,0.0064290096,0.05866133,0.013767805,0.010204567,0.0,0.0065549132,0.007979036,0.006422335,0.03110615,0.0,0.0,0.0,0.0,0.0059363074,0.0,0.010654832,0.016868424,0.0078087165,0.054181002,male
294823376,0.17889649,0.27960452,0.01617507,0.040516082,0.0,0.038398016,0.045640584,0.0,0.25570387,0.0,0.01565452,0.0,0.0,0.01617507,0.011150741,0.051437236,0.013071808,0.020784738,0.44081962,female
268557840,0.16548032,0.26160914,0.0,0.1112885,0.0,0.0,0.111271255,0.0,0.10447886,0.0,0.0,0.059018906,0.0,0.0,0.0,0.04103195,0.04593972,0.0,0.38114974,female
293213181,0.097708195,0.26964843,0.01699494,0.0,0.0,0.0,0.032754596,0.0,0.30039176,0.0,0.0,0.0,0.0,0.01699494,0.034210272,0.0,0.1293419,0.06773985,0.18726979,female
380053409,0.26671878,0.15401863,0.0,0.05070803,0.0,0.02820561,0.093373924,0.0,0.2484498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13616599,0.2845714,male
231497380,0.08424643,0.10092068,0.042520225,0.0,0.0,0.050754834,0.0,0.0,0.17693248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07601181,0.1516755,male
321447612,0.35914084,1.221909,0.0,0.2472242,0.0,0.0,0.2998777,0.0,0.6591817,0.030778829,0.0,0.0,0.06648032,0.0,0.26549727,0.012009859,0.16615441,0.019272577,1.3956227,male
123042176,0.0,0.024168724,0.0,0.0,0.0,0.0,0.0,0.0,0.024168724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024168724,0.0,0.0,female
355248546,1.2180272,1.1054614,0.023755541,0.67324555,0.0,0.0,0.59942794,0.025308497,0.857161,0.03736618,0.0,0.05368053,0.0,0.048715044,0.02795062,0.024388742,0.015831955,0.16556863,2.1658442,male
62552349,0.5129942,0.76672345,0.0,0.702034,0.0,0.0,0.14310142,0.0,0.36895877,0.0,0.0,0.0,0.0,0.0,0.065623514,0.0,0.09121641,0.0,1.1885012,male
62648441,0.21921024,0.14481105,0.012982622,0.084212594,0.0,0.0,0.08878743,0.01504077,0.12330556,0.0,0.0,0.0,0.010182848,0.02329239,0.0,0.03218233,0.028995203,0.0,0.34800872,female
208279736,0.0,0.23930542,0.0,0.03324106,0.0,0.025252258,0.017644074,0.0,0.058195706,0.0,0.0,0.0,0.0,0.0,0.07948062,0.025491687,0.031180633,0.0,0.20812477,female
79753992,0.21270235,0.2558968,0.014202517,0.13303974,0.0,0.0,0.12087161,0.0,0.15413468,0.0,0.0,0.040214553,0.0,0.0,0.0114652505,0.023075858,0.0145869395,0.08678567,0.3814291,female
34094724,0.037301388,0.14698541,0.0,0.06839098,0.0,0.03548393,0.0,0.0,0.08041189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08041189,0.0,0.10387491,male
30597694,0.8933864,0.9187202,0.0,0.36592832,0.0,0.08623121,0.44044665,0.07077436,0.7689939,0.024810923,0.0,0.0,0.020916121,0.034005124,0.0,0.0,0.09351176,0.0,1.718595,female
252413333,0.104375415,0.07172024,0.051975828,0.0,0.0,0.0,0.08264256,0.018008536,0.08324539,0.012289142,0.0,0.0,0.0,0.0,0.031885855,0.0,0.0,0.0,0.22807147,female
36227219,0.04653116,0.1849341,0.012119942,0.057412494,0.0,0.0,0.020655433,0.012119942,0.09692423,0.0,0.0,0.0,0.0,0.013616614,0.025149591,0.0177069,0.043073148,0.0,0.20051204,female
55482997,0.07824563,0.38107,0.0,0.16835125,0.0,0.0,0.08969071,0.0,0.20127366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036153596,0.06311873,0.3600433,male
28176987,0.040675808,0.19860569,0.03083094,0.0,0.0,0.070581056,0.047117744,0.0,0.11952155,0.0,0.0,0.0,0.0,0.0,0.0,0.032892097,0.021036671,0.040675808,0.20839997,male
203656084,0.12681668,0.71499807,0.026342584,0.07498129,0.0,0.0,0.14132707,0.013602931,0.38762698,0.022552863,0.0,0.0,0.0,0.0,0.2280663,0.0,0.18018818,0.0,0.6879691,male
317569543,0.5066256,0.5120784,0.026776984,0.21099895,0.0,0.024048863,0.20434478,0.0,0.44507167,0.02550689,0.0,0.0141010145,0.0,0.067106865,0.0,0.054301985,0.050358266,0.046409737,0.94871294,female
308817567,0.0,0.15235232,0.0,0.0,0.0,0.01328798,0.0,0.0,0.08860971,0.010229936,0.0,0.026216822,0.0,0.014007872,0.0,0.0,0.05621939,0.012546804,0.08358613,male
75281385,0.10288443,0.99234855,0.03913776,0.61175793,0.0,0.0,0.13440025,0.0,0.35229433,0.0,0.0,0.0,0.0,0.0,0.03591825,0.0,0.069493786,0.18528806,0.8795889,female
294864398,0.0,0.028059376,0.0,0.0,0.0,0.0,0.0,0.0,0.028059376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028059376,0.0,0.0,male
43019337,0.039379682,0.024439702,0.0,0.0,0.0,0.0,0.063819386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063819386,female
94761111,0.07303507,0.19964351,0.0,0.0,0.0,0.0,0.11010498,0.036237333,0.07303507,0.0,0.0,0.0,0.0,0.0,0.0,0.053301204,0.0,0.0,0.27267858,male
57552116,0.73260003,0.32842118,0.031979214,0.30726832,0.0,0.0,0.14347027,0.0,0.5689408,0.0,0.0,0.0,0.0,0.0,0.0,0.07332091,0.0,0.07668215,1.0163182,male
267932188,0.22811021,0.4268041,0.111160755,0.19893017,0.0,0.015822208,0.16344269,0.019171136,0.21616185,0.0,0.0,0.0,0.0,0.03695356,0.061413463,0.054179918,0.059558842,0.03115386,0.6753622,male
327994124,0.0,0.10025716,0.022906179,0.017045967,0.0,0.022906179,0.0,0.0,0.02300147,0.0,0.0,0.0,0.0,0.018321859,0.02203286,0.019855008,0.0,0.0,0.12316334,male
349944244,0.12036888,0.0845678,0.020086408,0.10282488,0.0,0.0,0.03119656,0.010717059,0.06314565,0.0,0.0,0.013827699,0.0,0.0,0.0,0.003311239,0.020322537,0.0,0.2047005,female
362257288,0.7272963,0.28760752,0.054479674,0.38022596,0.0,0.0,0.32311326,0.054479674,0.21174075,0.0,0.0,0.0,0.0,0.042547476,0.026776174,0.030500233,0.0,0.0,1.0693835,male
197700578,0.045146227,0.23118143,0.0110408785,0.0139804855,0.0,0.028425215,0.010487686,0.012453989,0.17962018,0.0,0.0,0.012000702,0.0,0.008392894,0.0153523795,0.0066550137,0.04503716,0.0,0.24233139,male
80862068,0.0,0.08141773,0.008888477,0.0,0.0,0.0,0.022042254,0.00995504,0.02366389,0.008888477,0.0,0.0,0.01106201,0.0,0.0049191006,0.00977544,0.0,0.0,0.090306215,male
246415736,0.031077253,0.17970301,0.019703887,0.0,0.0,0.0,0.04024646,0.01053468,0.10270093,0.0,0.029559387,0.0,0.0,0.0,0.04744269,0.0,0.0,0.0,0.23048414,male
240492997,0.14495507,0.32653305,0.0,0.102088936,0.037682813,0.0,0.10807535,0.0,0.15039703,0.0,0.0,0.0,0.0,0.0,0.073244,0.0,0.0,0.0,0.47148815,male
257513036,0.106585875,0.20403826,0.12336255,0.023911474,0.0,0.037379947,0.11392561,0.0,0.2203988,0.0,0.0,0.0,0.0,0.038370863,0.0,0.0,0.0,0.0,0.43398666,female
271739194,0.016534163,0.20459676,0.02537847,0.048207942,0.0,0.0,0.06608658,0.0,0.07057621,0.0,0.0,0.007369883,0.008923594,0.0,0.0453452,0.0,0.0,0.011322639,0.23518677,male
294037425,0.009037113,0.04807333,9.3753E-4,0.0030669048,0.0,7.256258E-4,0.0021151253,0.003941071,0.04033694,0.0025805163,0.0,0.0,0.0,0.0,0.0,0.005281791,0.019598473,0.0,0.0384495,male
275725843,0.062222917,0.118584804,0.017707784,0.05307843,0.0,0.0,0.0,0.0,0.111402586,0.0,0.0,0.0,0.0,0.0,0.034034494,0.0,0.0,0.0,0.19851552,female
57798273,0.009600562,0.05818907,0.016014146,0.010626906,0.0,0.0,0.020439852,0.005969221,0.032115925,0.0,0.0050513125,0.009600562,0.0,0.0,0.0,0.0,0.012967545,0.0,0.07083624,female
189895266,0.0995073,0.35889208,0.0065403385,0.15362217,0.0,0.010653905,0.15583397,0.0,0.080674894,0.0,0.0,0.010482462,0.009919888,0.007966475,0.0,0.035785988,0.0,0.013246393,0.45169324,female
49100561,0.20138311,0.13633345,0.005075202,0.108867384,0.0,0.0,0.050662596,0.005587747,0.14447974,0.004224016,0.0,0.0070831683,0.0029531626,0.0,0.005785314,0.013148648,0.0,0.02796125,0.31483054,male
32331128,0.3682631,0.89800334,0.036374915,0.14810918,0.0,0.07041498,0.2770739,0.012616459,0.7507527,0.009332935,0.0,0.0,0.0,0.0,0.014175496,0.02016585,0.14337008,0.027633803,1.1316372,male
40067619,0.23452452,0.25504574,0.07519147,0.0793902,0.0,0.007112363,0.06501238,0.0,0.3873725,0.0,0.0,0.0,0.010216776,0.0035251994,0.005599715,0.006532594,0.028314393,0.08076226,0.45568508,female
25821356,0.752394,1.4211662,0.044662144,0.9964351,0.0,0.051829554,0.41186318,0.052161995,0.5069155,0.0,0.00869858,0.041706696,0.008295981,0.006729631,0.07725529,0.056331087,0.03695582,0.09840253,2.0828636,male
233808043,0.13549504,0.25889865,0.027009925,0.08300976,0.0,0.014495469,0.15965898,0.0,0.071968034,0.0,0.0,0.0,0.0,0.0,0.052771702,0.03949968,0.0040642372,0.0,0.41733935,female
183115415,2.6138675,1.35665,0.0,0.92353445,0.0,0.05184402,0.44293493,0.0,1.5047686,0.0,0.0,0.0,0.0,0.068807244,0.86145884,0.117170386,0.0,0.12120569,3.8493123,female
332456403,0.0,0.102096416,0.0,0.0,0.0,0.040801544,0.0,0.0,0.061294872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061294872,0.0,0.040801544,male
59524706,0.27961335,0.29432756,0.05415286,0.12368661,0.0,0.027762415,0.044326648,0.0,0.3681635,0.0,0.0,0.009676137,0.01620592,0.0,0.03165586,0.006616624,0.028805377,0.13031998,0.46896836,male
196757095,0.0,0.2821802,0.0,0.030564256,0.0,0.0,0.0,0.0,0.098128065,0.0,0.0,0.0,0.0,0.0,0.15348786,0.0,0.0,0.0,0.2821802,female
230097513,0.12519103,0.084439255,0.005161056,0.058880154,0.0,0.0,0.019489063,0.0,0.13642213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011211885,0.0,0.20357943,female
319450103,0.24772656,0.36865208,0.028765861,0.1478961,0.0,0.013125285,0.07522713,0.010500046,0.26703602,0.0,0.0,0.019456213,0.0,0.025930827,0.034603707,0.051369175,0.0,0.039106745,0.6060377,male
343104919,0.032136317,0.16814214,0.054403316,0.09313915,0.0,0.0,0.07044618,0.028237576,0.0,0.0,0.0,0.030722566,0.0,0.0,0.0,0.032136317,0.0,0.0,0.2546818,female
52736381,0.10083277,0.30892384,0.0136399865,0.08880534,0.0,0.009038306,0.06546573,0.0,0.086057924,0.005876553,0.0,0.0,0.019517466,0.0,0.11833882,0.03029643,0.00810546,0.0,0.41529113,male
281289188,0.0,0.10835317,0.0,0.0,0.0,0.018202513,0.01765315,0.0,0.049560886,0.0,0.0,0.0,0.0,0.0,0.02293661,0.0,0.022496106,0.0,0.085857056,male
300928318,0.3034626,0.056747995,0.0,0.09772662,0.0,0.03182701,0.15343879,0.0,0.07721815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3602106,female
68979118,0.08761465,0.18368345,0.01806261,0.062055018,0.0,0.0,0.054020684,0.006712716,0.12023343,0.0,0.0,0.0,0.0,0.0,0.03696311,0.009375747,0.0700194,0.0,0.2193413,female
51877583,0.23776452,0.24579784,0.0,0.058399297,0.0,0.0,0.191559,0.019188209,0.21441583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48356238,female
231083817,0.23676245,0.22732449,0.043986842,0.073194094,0.0,0.0,0.07358489,0.0,0.28989953,0.0,0.0,0.0,0.0,0.0,0.07139525,0.0,0.035914473,0.02087997,0.45127928,female
86168724,0.27773654,0.54858834,0.013403563,0.19062366,0.0054482487,0.010577044,0.14594482,0.032112837,0.16788335,0.017245866,0.0,0.0015310071,0.036422018,0.0,0.2049446,0.026994854,0.017392531,0.014735019,0.80760086,male
234669118,0.15916057,0.017057046,0.02951238,0.055928178,0.0,0.017057046,0.09942038,0.0,0.016150465,0.0,0.0,0.0,0.0,0.0,0.017173931,0.0,0.0,0.0,0.20573002,male
84167314,1.9593348E-4,7.193357E-4,0.0,2.6487626E-4,0.0,0.0,2.1064378E-4,2.541907E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8555843E-4,0.0,0.0,9.152692E-4,male
271157909,0.032149762,0.039160952,0.0,0.01820051,0.0,0.0,0.020960439,0.0,0.032149762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071310714,female
8465072,0.060495127,0.51016504,0.11657166,0.028746633,0.013759987,0.050233863,0.12280678,0.028645938,0.21133102,0.0,0.020593617,0.0,0.0,0.008074316,0.0,0.2030397,0.034052547,0.086771466,0.56640774,male
377660514,0.39449602,0.3167069,0.045545414,0.25955874,0.0,0.0,0.09864341,0.022281159,0.33842516,0.0,0.0,0.0,0.0,0.0,0.0,0.03783989,0.0541169,0.0,0.70263135,female
135782947,0.08526214,0.5748729,0.0,0.08526214,0.0,0.072417036,0.0445815,0.07530006,0.3422798,0.0,0.0,0.0,0.0,0.0,0.040294517,0.0,0.03886146,0.040837843,0.58043575,male
323127182,0.015713535,0.070495546,0.02275466,0.0,0.0,0.0,0.02275466,0.0,0.04638573,0.0,0.013190674,0.0,0.0,0.0,0.0,0.026632676,0.030672193,0.0,0.07829154,male
363979395,0.015425127,0.07160834,0.019565878,0.07295468,0.0,0.0,0.0,0.0,0.014078791,0.0,0.0,0.0,0.0,0.019565878,0.0,0.0,0.0,0.0,0.106599346,female
350854412,0.008745884,0.061202046,0.018287858,0.002768609,0.002729621,0.007075345,0.009767625,0.008505758,0.013706064,0.008187808,0.0042670644,0.0020281933,0.0,0.0,0.0028037603,0.02639594,0.003652704,0.0,0.08458308,male
251717831,0.19686528,0.25332314,0.047819152,0.083164,0.0,0.024497466,0.11979237,0.018021908,0.11428958,0.0,0.0,0.0,0.0,0.043737695,0.021645978,0.07285858,0.010388318,0.014896091,0.47272316,female
254748618,0.036141913,0.08538108,0.03158904,0.026395876,0.0,0.0027483583,0.011069506,0.011187628,0.06607563,0.006402581,0.0,0.011087783,0.0,0.004004155,0.009702254,0.004438261,0.013096674,0.0,0.14001535,female
26834776,0.7289712,0.6794957,0.041181985,0.59808594,0.0,0.03424189,0.22956985,0.011354978,0.46634808,0.0,0.0,0.0,0.0,0.0,0.11004823,0.0,0.020167992,0.0,1.4294815,female
340007841,0.4763209,0.24425082,0.014060512,0.28261548,0.0,0.0,0.13965078,0.0,0.27287117,0.0,0.0,0.0,0.0,0.03949474,0.0,0.0,0.046221767,0.0,0.68841046,female
333794696,0.0,0.10685453,0.0,0.079417765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027436761,0.0,0.0,0.0,0.10685453,male
