ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Label
251799369,0.05636883,0.0,0.0,0.0,0.0,0.12033575,0.0,0.0,0.0,0.0,0.0,0.027467487,0.0,female
347524374,0.029658025,0.0,0.0,0.03864966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1683843,0.0,male
393642659,0.03929464,0.0,0.0,0.05607162,0.0,0.23580731,0.0,0.0,0.009130189,0.0,0.0,0.0,0.0,female
322956056,0.04974037,0.0,0.0093060145,0.050176207,0.020435624,0.09852061,0.038870525,0.0,0.0223205,0.0,0.0,0.019042144,0.033036496,female
28906465,0.6767413,0.017293358,0.07907704,0.25583017,0.029710688,0.16683981,0.021120116,0.0,0.0,0.0,0.0,0.18055026,0.08170936,female
238452879,0.0,0.0,0.0,0.0,0.0,0.03810342,0.0,0.026157228,0.0,0.0,0.026171086,0.0,0.0,female
290268568,0.057867732,0.0,0.0,0.028660655,0.019675093,0.10986883,0.0,0.0,0.08390129,0.0,0.0,0.0,0.0,male
247085273,0.21233635,0.0,0.01777926,0.1507491,0.0,0.17745838,0.0,0.0,0.016045019,0.012312758,0.0,0.36069185,0.05953808,male
309106296,0.29547873,0.0,0.022660747,0.39727375,0.0,0.2367213,0.0,0.0,0.01850503,0.0,0.047319707,0.0,0.03921271,male
206912999,0.0,0.0,0.0,0.123664394,0.0,0.007967423,0.0,0.0,0.0,0.0,0.0,0.07602412,0.0,male
394418954,0.0,0.0,0.0054128235,0.020359226,0.0,0.03777931,0.0,0.010776486,0.0,0.0,0.009606057,0.06933553,0.0,male
81647059,0.08366852,0.0,0.011529222,0.08841663,0.011019502,0.36559975,0.0,0.0,0.0,0.0,0.026134502,0.0,0.0,female
88870358,0.8091825,0.0,0.05003619,0.33209658,0.028576825,0.72156817,0.017703207,0.0,0.0073508616,0.0,0.015397426,0.18066476,0.020941919,female
129371328,0.08751915,0.0,0.0,0.02504346,0.045663323,0.26187086,0.03245588,0.0,0.023507465,0.0,0.0,0.03319656,0.0,female
376466499,0.29524058,0.0,0.042904045,0.098589465,0.0,0.48735374,0.0,0.0,0.0,0.0,0.028319381,0.038602684,0.02418564,male
58374966,1.0367054,0.0,0.0634299,0.46200562,0.019755011,0.7770143,0.0452836,0.0,0.034318756,0.018736413,0.0,0.0,0.11163285,male
33055549,0.21657267,0.0,0.08369595,0.16944946,0.013215997,0.45537126,0.023714837,0.0,0.035193887,0.0,0.01617507,0.019878013,0.07656488,male
146868029,0.0,0.0,0.0,0.0,0.0,0.055992484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
243319382,0.0207395,0.0,0.003677846,0.03636001,0.008838049,0.057326116,0.0,0.0,0.0,0.0,0.0,0.013205892,0.0,female
53334382,0.17752366,0.0,0.023387572,0.22513203,0.07934838,0.18326342,0.09446312,0.0,0.08484513,0.0,0.0,0.26507,0.0,male
263691205,0.105112895,0.0,0.0,0.3690839,0.0,0.06120747,0.0,0.0,0.053221975,0.03736052,0.0,0.30955404,0.09187243,male
134954386,0.12886538,0.0,0.026371539,0.114673615,0.0,0.25362155,0.020333806,0.0,0.0,0.0,0.026919907,0.024134284,0.024260279,female
23553730,0.114490785,0.0,0.117561094,0.14410342,0.0,0.07303403,0.0,0.0,0.0,0.0,0.019791747,0.015487747,0.09977689,female
333194654,0.07890369,0.0,0.013536634,0.037973158,0.0061593107,0.036045965,0.01224454,0.0,0.019441573,0.0,0.0,0.007225093,0.0,female
261914244,0.12419971,0.0,0.023537302,0.067227684,0.00295523,0.41157052,0.0,0.0,0.0,0.0,0.005899866,0.04739387,0.014899009,male
264514479,0.0,0.0,0.0,0.0,0.0,0.13386305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
270906614,0.18398309,0.0,0.010409777,0.19787215,0.016526379,0.13369021,0.004105642,0.0,0.0043246057,0.0,0.0,0.2148604,0.0,male
76225956,0.0300123,0.0,0.024411822,0.029989919,0.0045401184,0.0,0.023894886,0.004277748,0.011049511,0.0,8.972256E-4,0.006599333,0.041467756,male
253297807,0.08416008,0.0,0.0,0.06573958,0.0102330195,0.2077153,0.0028349578,0.0,0.008598554,0.0,0.0,0.06407715,0.0,female
218099040,0.06710005,0.0,0.0061648493,0.06757856,0.010023339,0.17816472,0.0,0.0040919743,0.0,0.0,0.004685697,0.052504327,0.005212513,male
254108070,0.030196194,0.0,0.0,0.034073282,0.0,0.07939039,0.0,0.0,0.0,0.0,0.0,0.038214568,0.0,female
340737708,0.0,0.0,0.0,0.03712512,0.0,0.037538294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
39897844,0.015785005,0.0,0.0,0.011736309,0.0,0.02679986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
164799361,0.010204567,0.0,0.0065549132,0.007979036,0.006422335,0.03110615,0.0,0.0,0.0,0.0,0.0059363074,0.0,0.010654832,male
294823376,0.040516082,0.0,0.038398016,0.045640584,0.0,0.25570387,0.0,0.01565452,0.0,0.0,0.01617507,0.011150741,0.051437236,female
268557840,0.1112885,0.0,0.0,0.111271255,0.0,0.10447886,0.0,0.0,0.059018906,0.0,0.0,0.0,0.04103195,female
293213181,0.0,0.0,0.0,0.032754596,0.0,0.30039176,0.0,0.0,0.0,0.0,0.01699494,0.034210272,0.0,female
380053409,0.05070803,0.0,0.02820561,0.093373924,0.0,0.2484498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
231497380,0.0,0.0,0.050754834,0.0,0.0,0.17693248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
321447612,0.2472242,0.0,0.0,0.2998777,0.0,0.6591817,0.030778829,0.0,0.0,0.06648032,0.0,0.26549727,0.012009859,male
123042176,0.0,0.0,0.0,0.0,0.0,0.024168724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
355248546,0.67324555,0.0,0.0,0.59942794,0.025308497,0.857161,0.03736618,0.0,0.05368053,0.0,0.048715044,0.02795062,0.024388742,male
62552349,0.702034,0.0,0.0,0.14310142,0.0,0.36895877,0.0,0.0,0.0,0.0,0.0,0.065623514,0.0,male
62648441,0.084212594,0.0,0.0,0.08878743,0.01504077,0.12330556,0.0,0.0,0.0,0.010182848,0.02329239,0.0,0.03218233,female
208279736,0.03324106,0.0,0.025252258,0.017644074,0.0,0.058195706,0.0,0.0,0.0,0.0,0.0,0.07948062,0.025491687,female
79753992,0.13303974,0.0,0.0,0.12087161,0.0,0.15413468,0.0,0.0,0.040214553,0.0,0.0,0.0114652505,0.023075858,female
34094724,0.06839098,0.0,0.03548393,0.0,0.0,0.08041189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
30597694,0.36592832,0.0,0.08623121,0.44044665,0.07077436,0.7689939,0.024810923,0.0,0.0,0.020916121,0.034005124,0.0,0.0,female
252413333,0.0,0.0,0.0,0.08264256,0.018008536,0.08324539,0.012289142,0.0,0.0,0.0,0.0,0.031885855,0.0,female
36227219,0.057412494,0.0,0.0,0.020655433,0.012119942,0.09692423,0.0,0.0,0.0,0.0,0.013616614,0.025149591,0.0177069,female
55482997,0.16835125,0.0,0.0,0.08969071,0.0,0.20127366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
28176987,0.0,0.0,0.070581056,0.047117744,0.0,0.11952155,0.0,0.0,0.0,0.0,0.0,0.0,0.032892097,male
203656084,0.07498129,0.0,0.0,0.14132707,0.013602931,0.38762698,0.022552863,0.0,0.0,0.0,0.0,0.2280663,0.0,male
317569543,0.21099895,0.0,0.024048863,0.20434478,0.0,0.44507167,0.02550689,0.0,0.0141010145,0.0,0.067106865,0.0,0.054301985,female
308817567,0.0,0.0,0.01328798,0.0,0.0,0.08860971,0.010229936,0.0,0.026216822,0.0,0.014007872,0.0,0.0,male
75281385,0.61175793,0.0,0.0,0.13440025,0.0,0.35229433,0.0,0.0,0.0,0.0,0.0,0.03591825,0.0,female
294864398,0.0,0.0,0.0,0.0,0.0,0.028059376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
43019337,0.0,0.0,0.0,0.063819386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
94761111,0.0,0.0,0.0,0.11010498,0.036237333,0.07303507,0.0,0.0,0.0,0.0,0.0,0.0,0.053301204,male
57552116,0.30726832,0.0,0.0,0.14347027,0.0,0.5689408,0.0,0.0,0.0,0.0,0.0,0.0,0.07332091,male
267932188,0.19893017,0.0,0.015822208,0.16344269,0.019171136,0.21616185,0.0,0.0,0.0,0.0,0.03695356,0.061413463,0.054179918,male
327994124,0.017045967,0.0,0.022906179,0.0,0.0,0.02300147,0.0,0.0,0.0,0.0,0.018321859,0.02203286,0.019855008,male
349944244,0.10282488,0.0,0.0,0.03119656,0.010717059,0.06314565,0.0,0.0,0.013827699,0.0,0.0,0.0,0.003311239,female
362257288,0.38022596,0.0,0.0,0.32311326,0.054479674,0.21174075,0.0,0.0,0.0,0.0,0.042547476,0.026776174,0.030500233,male
197700578,0.0139804855,0.0,0.028425215,0.010487686,0.012453989,0.17962018,0.0,0.0,0.012000702,0.0,0.008392894,0.0153523795,0.0066550137,male
80862068,0.0,0.0,0.0,0.022042254,0.00995504,0.02366389,0.008888477,0.0,0.0,0.01106201,0.0,0.0049191006,0.00977544,male
246415736,0.0,0.0,0.0,0.04024646,0.01053468,0.10270093,0.0,0.029559387,0.0,0.0,0.0,0.04744269,0.0,male
240492997,0.102088936,0.037682813,0.0,0.10807535,0.0,0.15039703,0.0,0.0,0.0,0.0,0.0,0.073244,0.0,male
257513036,0.023911474,0.0,0.037379947,0.11392561,0.0,0.2203988,0.0,0.0,0.0,0.0,0.038370863,0.0,0.0,female
271739194,0.048207942,0.0,0.0,0.06608658,0.0,0.07057621,0.0,0.0,0.007369883,0.008923594,0.0,0.0453452,0.0,male
294037425,0.0030669048,0.0,7.256258E-4,0.0021151253,0.003941071,0.04033694,0.0025805163,0.0,0.0,0.0,0.0,0.0,0.005281791,male
275725843,0.05307843,0.0,0.0,0.0,0.0,0.111402586,0.0,0.0,0.0,0.0,0.0,0.034034494,0.0,female
57798273,0.010626906,0.0,0.0,0.020439852,0.005969221,0.032115925,0.0,0.0050513125,0.009600562,0.0,0.0,0.0,0.0,female
189895266,0.15362217,0.0,0.010653905,0.15583397,0.0,0.080674894,0.0,0.0,0.010482462,0.009919888,0.007966475,0.0,0.035785988,female
49100561,0.108867384,0.0,0.0,0.050662596,0.005587747,0.14447974,0.004224016,0.0,0.0070831683,0.0029531626,0.0,0.005785314,0.013148648,male
32331128,0.14810918,0.0,0.07041498,0.2770739,0.012616459,0.7507527,0.009332935,0.0,0.0,0.0,0.0,0.014175496,0.02016585,male
40067619,0.0793902,0.0,0.007112363,0.06501238,0.0,0.3873725,0.0,0.0,0.0,0.010216776,0.0035251994,0.005599715,0.006532594,female
25821356,0.9964351,0.0,0.051829554,0.41186318,0.052161995,0.5069155,0.0,0.00869858,0.041706696,0.008295981,0.006729631,0.07725529,0.056331087,male
233808043,0.08300976,0.0,0.014495469,0.15965898,0.0,0.071968034,0.0,0.0,0.0,0.0,0.0,0.052771702,0.03949968,female
183115415,0.92353445,0.0,0.05184402,0.44293493,0.0,1.5047686,0.0,0.0,0.0,0.0,0.068807244,0.86145884,0.117170386,female
332456403,0.0,0.0,0.040801544,0.0,0.0,0.061294872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
59524706,0.12368661,0.0,0.027762415,0.044326648,0.0,0.3681635,0.0,0.0,0.009676137,0.01620592,0.0,0.03165586,0.006616624,male
196757095,0.030564256,0.0,0.0,0.0,0.0,0.098128065,0.0,0.0,0.0,0.0,0.0,0.15348786,0.0,female
230097513,0.058880154,0.0,0.0,0.019489063,0.0,0.13642213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
319450103,0.1478961,0.0,0.013125285,0.07522713,0.010500046,0.26703602,0.0,0.0,0.019456213,0.0,0.025930827,0.034603707,0.051369175,male
343104919,0.09313915,0.0,0.0,0.07044618,0.028237576,0.0,0.0,0.0,0.030722566,0.0,0.0,0.0,0.032136317,female
52736381,0.08880534,0.0,0.009038306,0.06546573,0.0,0.086057924,0.005876553,0.0,0.0,0.019517466,0.0,0.11833882,0.03029643,male
281289188,0.0,0.0,0.018202513,0.01765315,0.0,0.049560886,0.0,0.0,0.0,0.0,0.0,0.02293661,0.0,male
300928318,0.09772662,0.0,0.03182701,0.15343879,0.0,0.07721815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
68979118,0.062055018,0.0,0.0,0.054020684,0.006712716,0.12023343,0.0,0.0,0.0,0.0,0.0,0.03696311,0.009375747,female
51877583,0.058399297,0.0,0.0,0.191559,0.019188209,0.21441583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
231083817,0.073194094,0.0,0.0,0.07358489,0.0,0.28989953,0.0,0.0,0.0,0.0,0.0,0.07139525,0.0,female
86168724,0.19062366,0.0054482487,0.010577044,0.14594482,0.032112837,0.16788335,0.017245866,0.0,0.0015310071,0.036422018,0.0,0.2049446,0.026994854,male
234669118,0.055928178,0.0,0.017057046,0.09942038,0.0,0.016150465,0.0,0.0,0.0,0.0,0.0,0.017173931,0.0,male
84167314,2.6487626E-4,0.0,0.0,2.1064378E-4,2.541907E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8555843E-4,male
271157909,0.01820051,0.0,0.0,0.020960439,0.0,0.032149762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
8465072,0.028746633,0.013759987,0.050233863,0.12280678,0.028645938,0.21133102,0.0,0.020593617,0.0,0.0,0.008074316,0.0,0.2030397,male
377660514,0.25955874,0.0,0.0,0.09864341,0.022281159,0.33842516,0.0,0.0,0.0,0.0,0.0,0.0,0.03783989,female
135782947,0.08526214,0.0,0.072417036,0.0445815,0.07530006,0.3422798,0.0,0.0,0.0,0.0,0.0,0.040294517,0.0,male
323127182,0.0,0.0,0.0,0.02275466,0.0,0.04638573,0.0,0.013190674,0.0,0.0,0.0,0.0,0.026632676,male
363979395,0.07295468,0.0,0.0,0.0,0.0,0.014078791,0.0,0.0,0.0,0.0,0.019565878,0.0,0.0,female
350854412,0.002768609,0.002729621,0.007075345,0.009767625,0.008505758,0.013706064,0.008187808,0.0042670644,0.0020281933,0.0,0.0,0.0028037603,0.02639594,male
251717831,0.083164,0.0,0.024497466,0.11979237,0.018021908,0.11428958,0.0,0.0,0.0,0.0,0.043737695,0.021645978,0.07285858,female
254748618,0.026395876,0.0,0.0027483583,0.011069506,0.011187628,0.06607563,0.006402581,0.0,0.011087783,0.0,0.004004155,0.009702254,0.004438261,female
26834776,0.59808594,0.0,0.03424189,0.22956985,0.011354978,0.46634808,0.0,0.0,0.0,0.0,0.0,0.11004823,0.0,female
340007841,0.28261548,0.0,0.0,0.13965078,0.0,0.27287117,0.0,0.0,0.0,0.0,0.03949474,0.0,0.0,female
333794696,0.079417765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027436761,0.0,male
40925887,0.05934355,0.0,0.018335197,0.06795127,0.03790354,0.1464525,0.017335877,0.013559421,0.0,0.0,0.007693261,0.025609689,0.08119972,male
346073826,0.0,0.0,0.017616546,0.0,0.0,0.041570146,0.0,0.01606846,0.015613619,0.0,0.0,0.026790122,0.024475303,male
96066368,0.058014553,0.0,0.0,0.07906433,0.059432138,0.27166972,0.0,0.0,0.0,0.0,0.074011154,0.0,0.0,female
40604299,0.0,0.0,0.0,0.2550338,0.0,0.022016242,0.0,0.0,0.0,0.0,0.0,0.052995604,0.021922043,male
288715240,0.0,0.0,0.0,0.037555143,0.0,0.12795003,0.0,0.0,0.0,0.0,0.0,0.20025355,0.0,female
253438069,0.14260001,0.0,0.018874431,0.1366948,0.0,0.5752906,0.04833462,0.0,0.0,0.0,0.027666273,0.018041123,0.0,female
351687363,0.0,0.0,0.0,0.0,0.013371631,0.19519933,0.014774491,0.011908695,0.015877852,0.0,0.0,0.0,0.027806485,female
114044206,0.0041578636,0.0,0.0,0.0022455603,0.0,0.0015631038,0.0,0.0,0.0024020951,0.0,0.0,0.0021870642,0.0027626604,male
363847840,0.0,0.0,0.0,0.036627457,0.0,0.13228512,0.0,0.0,0.0,0.0,0.0,0.09097947,0.0,male
42569198,0.07284634,0.0,0.0,0.3516663,0.011398419,0.15315348,0.014424836,0.0,0.0,0.0,0.0,0.024057943,0.007533144,male
287350897,0.018534893,0.0,0.0,0.047014937,0.0,0.055781428,0.0,0.0,0.0,0.0,0.0,0.019751275,0.008354094,female
150383104,0.0,0.0,0.0,0.015330441,0.0,0.050977852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
344215167,0.036794234,0.0,0.0,0.019110328,0.0,0.021483798,0.02382797,0.0,0.008148621,0.0,0.0,0.0,0.0,female
234586270,0.22965652,0.0,0.028808216,0.1885975,0.037925493,0.49249366,0.0,0.0,0.021045499,0.0,0.0,0.0,0.12237301,female
241666095,0.00792575,0.0,0.0,0.034597747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020312378,0.0,male
34768779,1.790491,0.02653151,0.022956364,0.74822223,0.009468108,0.22851495,0.0,0.0,0.0,0.0,0.0,0.043213096,0.073261775,female
95671622,0.0,0.0,0.021104561,0.0,0.024879025,0.046989463,0.0,0.0,0.026031049,0.0,0.0,0.0,0.0,male
64367166,0.0,0.0,0.0,0.0,0.0,0.094438314,0.0,0.0,0.0,0.0,0.020721212,0.0,0.0,male
296433109,0.08233184,0.0,0.03233937,0.08419082,0.0,0.038189396,0.0,0.0,0.0,0.0,0.036760543,0.15641016,0.0,male
353824529,0.05636478,0.0,0.0,0.05605434,0.032484524,0.19914736,0.0075097256,0.0038733738,0.0029422997,0.0,0.002371615,0.028888265,0.021855177,female
20214831,0.16649427,0.0,0.012831907,0.20644687,0.021735808,0.18297078,0.0,0.0,0.0,0.014164233,0.014586179,0.1264528,0.0,male
264628404,0.026139142,0.0,0.0,0.12358549,0.0,0.36300057,0.0,0.0,0.0,0.0,0.0,0.092636436,0.020751644,male
155010707,1.4288908,0.0,0.021097222,0.86128974,0.0,0.3954864,0.035655756,0.0,0.0,0.0,0.0,0.0,0.05401137,male
32623333,0.16348909,0.003360727,0.026585665,0.06506069,0.011087293,0.19931105,0.0077411425,0.002436489,0.0,0.0,0.010652795,0.007985559,0.010400063,female
279781693,0.20185229,0.0,0.0,0.17863382,0.0,0.15767391,0.0,0.0,0.0,0.0,0.06336207,0.0,0.039368853,female
144415967,0.24540235,0.0,0.008702322,0.10396761,0.027085723,0.5046424,0.009191585,0.0,0.0,0.0,0.024370087,0.02562169,0.01676959,female
351067358,0.27311417,0.0,0.020962162,0.093453616,0.023318598,0.44746774,0.0,0.0,0.0,0.0,0.0,0.09340965,0.064484276,female
302258234,0.1583833,0.0,0.019716369,0.057144996,0.0,0.050595734,0.0,0.0,0.0,0.0,0.0,0.0,0.01528275,female
262346368,0.022267923,0.0,0.0,0.05796956,0.0,0.16555211,0.011491147,0.0,0.015519705,0.0,0.0,0.056776907,0.038980767,male
176663017,0.20402086,0.0,0.04443532,0.22058977,0.022586878,0.5203949,0.0,0.0,0.0,0.0,0.09278892,0.0,0.0,female
161521811,0.012847525,0.0,0.00889135,0.02722905,0.0083511695,0.1299509,0.00268433,0.004273468,0.0,0.0,0.004977205,0.04064347,0.006155855,female
280777389,0.07852843,0.0,0.0,0.06331026,0.0,0.024966588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
52975520,0.27925357,0.003163622,0.003307225,0.31645134,0.005196236,0.03358103,0.011973757,0.0,0.012991446,0.004629875,0.0,0.07467881,0.005718923,male
227108149,0.10321674,0.0,0.0066576763,0.05985005,0.013923436,0.34001252,0.0,0.0,0.005609729,0.0,0.012573737,0.0026027213,0.016713073,male
160059197,0.1911937,0.0,0.085654244,0.19791739,0.0,0.5014043,0.0,0.0,0.0,0.0,0.0,0.07924298,0.044948403,male
40352693,0.27887744,0.0,0.03700191,0.22110711,0.13627408,0.43346474,0.03210796,0.0,0.0,0.0,0.028351285,0.0,0.0,male
794695,0.027392596,0.0,0.14246127,0.08905761,0.06321388,0.1329848,0.030872667,0.0,0.02102419,0.0,0.0,0.08406953,0.019099379,male
163614757,0.0084846215,0.0,0.0,0.03562884,0.005004673,0.014229406,0.0,0.0,0.0,0.0,0.0,0.008745529,0.0,male
60252529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035894193,0.0,male
251395294,0.041217793,0.0,0.020238988,0.05560702,0.0,0.13136536,0.0,0.0,0.0,0.0,0.022410503,0.009465837,0.0,female
231970972,0.16883864,0.0,0.0,0.06780342,0.0,0.095963,0.0,0.0,0.017487857,0.0,0.0,0.022321433,0.023187587,female
304705046,0.2912021,0.0,0.010973769,0.13270196,0.011925115,0.29154837,0.012890495,0.0,0.0075331,0.0,0.0,0.0,0.0051511973,female
309303548,0.011830066,0.0,0.0066075046,0.052800566,0.009297288,0.066766575,0.0,0.0,0.0,0.0,0.0,0.008637685,0.019918924,female
310445971,0.062963806,0.0,0.0,0.11171755,0.0,0.18439439,0.02311753,0.0,0.006113499,0.0,0.009908582,0.029120244,0.0,male
123986340,0.6209237,0.0,0.0,0.18980041,0.0,0.10762508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
30822218,0.19265336,0.0,0.029803107,0.30372414,0.0,0.91234136,0.0,0.0,0.0,0.0,0.083046086,0.0930918,0.0564722,female
100119657,0.15594034,0.0,0.0,0.043617856,0.0,0.51467836,0.0,0.0,0.0,0.022409024,0.0,0.09144891,0.0,female
253766808,0.017676385,0.0,0.0,0.017790133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
125217315,0.046305675,0.0,0.023872228,0.025507938,0.0,0.11878264,0.0,0.0,0.0,0.0,0.0,0.0,0.027689919,female
25897435,0.09716849,0.0021986857,0.052508615,0.13295294,0.009661782,0.37313277,0.0,0.0,0.010019575,0.0,0.012031868,0.07288046,0.0,female
310492568,0.04161151,0.0,0.0,0.026805285,0.0,0.10580456,0.013231884,0.022074912,0.0,0.0,0.0,0.025364544,0.017987316,male
24472132,0.11839772,0.0,0.0,0.19466656,0.0289764,0.14815865,0.0,0.0,0.0,0.0,0.0204774,0.0,0.0143629145,male
320431059,0.0,0.0,0.0,0.054866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
392169870,0.0,0.0,0.0,0.0,0.0,0.018310603,0.0,0.0,0.0,0.0,0.0,0.00882321,0.0,female
81860959,0.028035743,0.0,0.0054697795,0.021191293,0.013675163,0.027807944,0.0,0.0,0.0,0.0,0.0,0.050538994,0.021889757,male
279177113,0.0,0.0,0.0,0.10705621,0.017100632,0.07662018,0.014511625,0.03486801,0.0,0.0,0.025957445,0.0,0.023085682,female
41536249,0.054600906,0.0033763482,0.013943066,0.113667995,0.007530625,0.019529475,0.016508218,0.0,0.0,0.0,0.0,0.0,0.01937692,male
169001284,0.008075851,0.0,0.0,0.038909335,0.0,0.18326938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
198189594,1.5053363,0.0,0.0,0.42853892,0.0,0.31785864,0.0,0.0,0.0,0.0,0.043944493,0.0,0.0,female
238867925,0.088991635,0.0,0.0,0.101527184,0.012565103,0.25732487,0.005797426,0.0,0.0,0.0,0.0,0.0,0.0,female
25693282,0.0,0.0,0.0,0.02919317,0.0,0.113242686,0.0,0.0,0.0,0.0,0.0,0.024985084,0.04816668,female
82341423,0.007789977,0.0,0.016080331,0.039805636,0.0,0.15480456,0.0,0.0,0.0,0.0,0.0,0.017934268,0.014751668,male
391823594,0.06421705,0.0,0.0,0.0,0.033259377,0.119706154,0.0,0.06622219,0.0,0.0,0.0,0.0,0.0,female
230580525,0.0,0.0,0.0,0.0432321,0.0,0.027425881,0.016855111,0.0,0.0,0.0,0.0,0.046494618,0.0,male
