File,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,Label
33055549,2330,520,209,102,42,10,123,77,20,30,114,181,280,38,204,22,48,89,49,63,44,78,17,14,8,0,0,39,2,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,17,63,28,19,24,7,3,10,26,6,6,10,0,male
28176987,754,789,342,149,76,27,148,81,38,72,117,256,412,49,209,46,103,196,66,114,73,41,24,14,8,0,0,40,13,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,29,102,86,13,23,26,2,4,3,1,9,1,0,male
303420630,955,964,489,246,147,15,218,100,92,104,132,327,452,67,248,78,104,221,108,106,90,51,45,6,10,0,0,54,29,9,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,37,97,99,15,24,12,3,2,2,2,12,0,0,male
155010707,1057,1183,559,249,111,25,217,129,38,118,152,413,565,92,323,75,160,272,113,113,118,58,21,8,10,0,0,53,9,15,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,30,111,96,10,22,38,8,6,8,4,10,4,0,male
262454953,1502,954,519,250,131,32,188,121,51,94,95,320,419,79,248,43,139,257,102,102,90,69,46,11,13,0,0,64,33,13,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,32,130,135,30,14,16,4,7,8,4,12,2,0,female
135782947,1009,659,296,141,68,22,167,95,39,51,87,206,303,49,157,30,80,176,65,86,71,61,30,19,7,0,0,49,17,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,19,103,65,20,24,25,0,6,3,2,12,3,0,male
134954386,858,624,290,131,68,20,150,79,55,50,103,228,297,46,183,40,89,148,65,70,64,35,26,7,5,0,0,36,13,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,16,49,70,19,17,9,4,10,4,6,7,0,0,female
263691205,1025,851,446,224,131,22,186,125,45,79,127,279,371,67,236,28,94,169,96,95,66,67,38,16,10,0,0,41,16,3,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,25,78,84,28,26,38,17,7,9,0,6,4,0,male
346073826,1545,846,390,162,68,46,168,108,35,66,117,251,354,49,192,38,97,220,77,91,69,53,18,16,2,0,0,31,7,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,25,100,88,27,37,18,7,12,18,8,4,0,0,male
135069683,2054,240,87,56,37,5,78,25,33,3,76,87,106,35,114,1,4,18,11,59,9,52,11,2,0,0,0,43,2,5,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,28,17,19,20,13,2,16,22,1,6,8,0,female
160659354,1420,1112,591,257,135,28,230,111,77,134,107,341,475,71,268,57,172,253,130,114,109,94,34,23,23,0,0,47,17,13,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,29,84,127,38,40,33,7,11,9,5,13,4,0,female
264514479,1521,997,451,182,97,39,146,85,62,108,166,303,423,84,247,46,105,269,90,103,95,80,51,17,12,0,0,63,19,16,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,29,116,105,31,33,34,8,15,8,5,6,0,0,male
287350897,1351,1220,607,320,214,39,228,131,63,92,152,371,489,103,283,44,159,296,131,114,115,63,36,12,11,0,0,104,30,26,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,38,138,138,17,20,29,8,10,7,4,14,4,0,female
251717831,1142,638,380,190,98,13,191,126,41,58,84,235,285,47,188,37,93,125,59,66,57,43,29,11,6,0,0,36,15,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,15,55,62,9,17,17,9,4,5,3,8,2,0,female
292683893,969,1170,569,289,180,29,214,117,50,109,129,398,532,136,243,77,134,318,108,142,88,88,43,22,19,0,0,60,24,15,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,48,150,141,32,23,39,7,6,11,3,18,8,0,male
241229843,1133,503,228,124,75,27,105,82,14,31,63,115,189,29,94,16,38,191,29,81,31,64,28,39,4,0,0,34,13,6,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,21,100,99,25,9,28,5,1,20,0,11,3,2,male
234866000,1316,709,369,183,101,24,156,120,40,59,88,279,334,88,198,43,83,158,62,75,65,55,34,8,10,0,0,37,16,6,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,25,63,78,19,18,10,8,3,3,2,7,5,0,female
37749959,926,958,466,229,128,27,173,99,59,90,146,319,389,92,221,44,94,237,78,92,77,55,35,15,10,0,0,62,21,16,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,42,103,147,14,25,24,8,17,11,4,10,1,0,male
52975520,1427,1491,676,257,125,29,211,145,73,174,222,454,697,136,339,86,223,376,142,120,153,88,41,17,12,0,0,49,12,13,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,28,150,111,36,45,58,7,9,9,4,8,2,0,male
62552349,1617,218,83,41,26,5,53,27,27,10,74,79,112,23,81,9,24,44,14,21,8,20,7,13,0,0,0,16,6,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,11,27,29,8,16,9,2,8,0,12,20,0,male
347096222,1368,765,379,187,98,8,194,104,41,63,80,254,341,46,193,56,94,194,81,97,71,44,7,10,7,0,0,35,8,4,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,32,70,69,16,46,17,5,5,13,0,8,5,0,female
288715240,954,761,320,167,114,10,121,70,37,60,111,258,377,63,193,61,87,199,68,88,83,43,22,10,3,0,0,24,7,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,23,108,80,31,27,15,11,5,11,1,14,2,0,female
43019337,982,950,538,253,159,28,169,114,45,88,107,277,389,68,209,49,133,231,67,83,102,45,22,11,8,0,0,46,20,12,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,42,103,90,8,14,21,9,5,9,0,8,0,0,female
794695,1545,1046,374,176,95,21,163,112,36,71,145,244,405,69,184,40,132,352,87,117,95,68,22,21,11,0,0,23,6,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,41,159,109,30,43,37,10,14,8,0,15,6,0,male
169001284,1196,842,467,224,123,23,181,101,47,89,103,277,376,77,207,45,97,185,75,100,77,45,34,7,6,0,0,48,15,13,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,30,80,82,12,11,12,1,10,11,4,19,3,0,female
20999981,1264,972,465,232,144,17,144,72,45,97,128,286,423,79,219,56,144,235,100,88,77,58,33,9,13,0,0,63,32,10,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,23,126,104,18,10,17,4,9,6,2,8,2,0,female
336950490,1070,990,579,289,148,23,235,112,84,95,139,331,454,77,234,58,115,208,109,118,96,50,60,20,4,0,0,62,29,15,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,32,105,149,22,29,16,3,11,9,6,5,4,0,male
34094724,795,739,311,164,115,17,134,74,45,62,92,259,364,71,196,45,116,180,74,80,87,49,15,10,15,0,0,26,12,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,26,73,68,19,21,12,3,12,11,4,7,0,0,male
65107757,1219,1171,522,260,141,32,232,123,59,83,167,360,512,73,295,53,133,308,123,138,91,48,25,5,8,0,0,53,12,8,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,35,144,162,17,37,30,10,8,3,7,4,3,0,female
253297807,1146,869,469,226,120,32,157,76,52,88,95,316,452,80,243,73,134,164,92,114,93,51,29,10,17,0,0,58,24,12,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,39,86,90,10,10,19,4,2,6,2,5,3,0,female
231497380,743,900,408,208,142,29,158,83,48,77,117,338,511,87,276,58,126,188,102,117,98,41,18,7,10,0,0,39,8,17,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,22,65,75,18,26,13,4,4,5,3,12,4,0,male
231083817,776,633,380,175,79,17,128,64,43,63,69,209,276,46,184,31,76,128,62,63,50,40,22,10,5,0,0,48,19,11,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,16,47,83,13,10,16,4,7,2,1,7,1,0,female
91925221,1172,792,392,185,107,29,174,100,43,73,120,286,354,55,218,54,99,190,55,89,55,49,41,1,4,0,0,38,6,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,34,104,83,17,30,38,8,19,3,3,17,5,0,male
222824120,1098,800,557,283,152,28,170,87,55,71,79,254,321,65,172,40,97,144,85,88,61,44,27,11,16,0,0,62,34,8,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,23,65,60,26,16,6,8,4,3,3,12,0,0,female
295340462,946,784,416,206,122,23,161,75,38,68,75,276,372,59,211,49,92,187,91,107,72,23,8,6,7,0,0,40,13,7,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,32,87,86,15,17,10,12,4,0,6,8,2,0,female
270479707,1092,893,371,187,118,18,162,98,52,67,130,288,399,69,235,40,135,229,60,79,90,48,38,14,5,0,0,48,20,10,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,26,103,78,26,25,11,4,4,12,4,6,1,0,female
280777389,774,704,306,161,109,15,100,64,40,59,93,224,288,65,152,32,100,164,77,75,55,40,33,6,5,0,0,54,28,11,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,23,88,64,13,7,13,7,8,0,3,6,1,0,female
229865466,811,783,310,152,98,20,127,87,39,69,117,266,386,57,209,46,118,201,77,79,90,44,31,10,9,0,0,28,15,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,28,93,84,12,18,27,4,7,12,3,6,6,0,male
335518656,1062,900,451,216,136,24,157,87,46,79,120,273,387,84,205,56,143,210,85,77,87,36,15,14,9,0,0,57,16,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,30,96,111,17,30,23,11,6,12,5,6,2,0,female
394418954,1422,545,214,94,57,22,107,65,27,43,107,194,249,78,117,30,61,153,43,57,55,39,22,5,5,0,0,41,13,14,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,24,64,64,16,18,16,3,29,3,3,6,2,0,male
