268414482,80
27195114,64
15846407,55
25365536,50
17919972,47
180505807,45
79293791,45
20322929,44
27260086,44
116362700,43
95023423,43
21447363,42
32959253,42
157140968,39
21111883,38
35787166,38
23151437,37
23617610,36
34507480,36
169686021,35
23375688,34
28638191,34
119509520,33
236699098,32
813286,32
25521487,31
26565946,31
352145373,31
355741893,31
58528137,30
17915334,29
23065354,29
26257166,29
14230524,28
23083404,28
130734452,26
10228272,25
16409683,25
66699013,25
100220864,24
166747718,24
19028953,24
22733444,24
94360081,24
160817572,23
17929027,23
612009655,23
126400767,22
15485441,22
166739404,22
184910040,22
20567939,22
24966423,22
14920785,21
19877186,21
2367911,21
35936474,21
95515846,21
1059194370,20
17790274,20
181561712,20
22940219,20
233430873,20
2557521,20
26090319,20
536649400,20
59949396,20
6427882,20
66561957,20
90420314,20
149726145,19
21506437,19
243442402,19
28706024,19
45266183,19
50515656,19
57838735,19
85452649,19
105119490,18
115485051,18
132774626,18
16190898,18
176566242,18
27989078,18
40908929,18
453510918,18
61003804,18
158314798,17
255388236,17
289987799,17
29756339,17
191737201,16
19397785,16
22179997,16
243287822,16
30973,16
33995409,16
61484151,16
104249727,15
147305691,15
16303106,15
17461978,15
17696167,15
18222378,15
185487499,15
19018401,15
19058681,15
19279990,15
19562228,15
256573865,15
268439864,15
278778939,15
31239408,15
33597201,15
34097876,15
355743494,15
40981798,15
56783491,15
568825492,15
6480682,15
84279963,15
91408245,15
93935921,15
14622632,14
18220175,14
20565284,14
304185486,14
386189099,14
407977463,14
549510165,14
90246174,14
93167589,14
97225858,14
101928415,13
117778179,13
125786481,13
17074714,13
18863815,13
200913899,13
209708391,13
23561980,13
23690344,13
24807616,13
256986185,13
259379883,13
30309979,13
30364057,13
35094637,13
428333,13
434545375,13
46769281,13
133880286,12
14075928,12
1582853809,12
16193578,12
19555067,12
21475090,12
24275419,12
24929621,12
250831586,12
3004231,12
355307031,12
386244525,12
43139414,12
487843424,12
49110693,12
524657792,12
62581962,12
65992743,12
73992972,12
759251,12
149590738,11
15460081,11
155620016,11
16812787,11
18091904,11
18948541,11
19923144,11
21219827,11
23544596,11
23832022,11
26755061,11
28665877,11
2883841,11
407744392,11
409863961,11
415859364,11
42519612,11
44312605,11
500042487,11
50037051,11
50374439,11
51241574,11
528887431,11
534026234,11
555928038,11
58166411,11
59264441,11
6017542,11
65184105,11
6539592,11
12925072,10
1305995330,10
144130505,10
14824849,10
16679529,10
17351972,10
17560096,10
18091925,10
18378446,10
18676369,10
19329393,10
19637934,10
19743731,10
20978103,10
219049532,10
23997019,10
257799442,10
25970331,10
262794965,10
27778893,10
28895421,10
30782495,10
338084918,10
35348026,10
366999215,10
375383001,10
436411543,10
44409004,10
462495192,10
48672487,10
492399548,10
51263592,10
53153263,10
561684253,10
58233603,10
73443014,10
77888423,10
85603854,10
90086871,10
91390383,10
104288093,9
109713729,9
111690277,9
1263465577,9
136627335,9
15224867,9
15265990,9
153470677,9
15693493,9
16302242,9
17861062,9
18055737,9
18228898,9
18653699,9
18734884,9
19248106,9
19691643,9
19725644,9
20291704,9
20346956,9
21323673,9
22084427,9
22256645,9
23613479,9
23648057,9
238923113,9
24621955,9
252863309,9
258951612,9
26053643,9
275442883,9
30104231,9
30686649,9
310072711,9
31927467,9
345811633,9
35528272,9
36686415,9
384953260,9
393488321,9
40511475,9
40519997,9
405728790,9
42384760,9
43003845,9
437030761,9
443215941,9
466645191,9
468869719,9
479809444,9
49717874,9
52551600,9
53297035,9
56405314,9
570553263,9
572225652,9
62513246,9
63056402,9
69491538,9
74231747,9
76873978,9
79650494,9
109303622,8
1105455990,8
13058232,8
130684475,8
132389474,8
1330457336,8
14791251,8
154280902,8
15666380,8
15830716,8
16143507,8
16312576,8
16573941,8
16824090,8
16827333,8
17087270,8
18157057,8
181572333,8
18825961,8
188647212,8
19426551,8
19679461,8
196795202,8
19679611,8
20609518,8
20620967,8
21278412,8
21425125,8
219807531,8
22412376,8
22544911,8
22747276,8
23228600,8
23482952,8
244321682,8
24852465,8
253322962,8
254433349,8
262454289,8
